1	193	1	8600,18400	-1	mjing3	8600,18400	1	第二境界TO第一境界
2	193	1	12300,10700	-1	mjing3	12300,10700	1	第二境界TO第一境界
3	193	1	25200,10700	-1	mjing3	25200,10700	1	第二境界TO第一境界
4	193	1	31500,19400	-1	mjing3	31500,19400	1	第二境界TO第一境界
5	193	1	20400,23500	-1	mjing3	20400,23500	1	第二境界TO第一境界
6	193	1	14000,33000	-1	mjing3	14000,33000	1	第二境界TO第一境界
7	193	1	31600,29900	-1	mjing3	31600,29900	1	第二境界TO第一境界
8	193	1	13200,39500	-1	mjing3	13200,39500	1	第二境界TO第一境界
9	193	1	22200,40300	-1	mjing3	22200,40300	1	第二境界TO第一境界
10	193	1	34100,43500	-1	mjing3	34100,43500	1	第二境界TO第一境界
11	193	1	18700,48300	-1	mjing3	18700,48300	1	第二境界TO第一境界
12	193	1	25100,41800	-1	mjing3	25100,41800	1	第二境界TO第一境界
